id,name,identity,align,eye,hair,alive,appearances,first_appearance,year
5196,Techno (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,2,"1995, January",1995
5205,Equinox (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,2,"1994, September",1994
5207,Hardsell (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,2,"1994, October",1994
5221,Zephyr (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,2,"1994, March",1994
5224,Colin Brandywine (New Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Living Characters,2,"1993, September",1993
5249,Headhunter I (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,2,"1992, December",1992
5250,Horten Spence (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,2,"1992, March",1992
5262,Balder (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,2,"1991, October",1991
5269,Roscoe Barrow (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,2,"1991, May",1991
5277,Crimesmith (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,2,"1990, January",1990
5278,Curtis Base (New Earth),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Living Characters,2,"1990, July",1990
5281,Gulacia (New Earth),Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Living Characters,2,"1990, May",1990
5282,Illya (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,2,"1990, May",1990
5283,Kathryn George (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,2,"1990, July",1990
5285,Marleah (New Earth),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Living Characters,2,"1990, March",1990
5289,Rafael Santini (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,2,"1990, January",1990
5293,Trevis (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,2,"1990, September",1990
5294,Viro (New Earth),Public Identity,Good Characters,Brown Eyes,Grey Hair,Deceased Characters,2,"1990, May",1990
5299,Dana Rubikskova (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Living Characters,2,1989,1989
5301,Esteban Sanchez (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,2,1989,1989
5304,Joshua Barbazon (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,2,1989,1989
5312,Marie Saloppe (New Earth),Secret Identity,Good Characters,Brown Eyes,Strawberry Blond Hair,Living Characters,2,"1989, January",1989
5337,Kent Thurston (New Earth),Secret Identity,Good Characters,Black Eyes,Blond Hair,Deceased Characters,2,"1988, May",1988
5338,Lawrence Gonzalez (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,2,"1988, July",1988
5340,Matvei Rodor (New Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,2,"1988, March",1988
5348,Sen-M (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,2,"1988, January",1988
5350,Slats Mehlville (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,2,"1988, May",1988
5351,Sweryn Kania (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,2,"1988, February",1988
5353,Timothy Simms (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,2,"1988, May",1988
5361,Eyra-L (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Living Characters,2,"1987, December",1987
5365,Johnny Vitti (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,2,"1987, February",1987
5366,Kan-Z (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,2,"1987, December",1987
5369,Ran-L (New Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Living Characters,2,"1987, December",1987
5371,Spaulding (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,2,"1987, September",1987
5374,Wizened Sage (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,2,1987,1987
5376,Caitiff (New Earth),Public Identity,Neutral Characters,White Eyes,Brown Hair,Deceased Characters,2,"1986, March",1986
5382,Nelson Mandutu (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Deceased Characters,2,"1986, August",1986
5387,Prince Ruby (New Earth),Public Identity,Good Characters,Red Eyes,Red Hair,Living Characters,2,"1985, July",1985
5399,Sturges Hellstrom (Earth-One),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,2,"1984, August",1984
5401,Wrath (Earth-One),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,2,"1984, June",1984
5413,Majistra (New Earth),Public Identity,Bad Characters,Gold Eyes,Black Hair,Living Characters,2,"1983, February",1983
5424,Bison-Black-As-Midnight-Sky (New Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Deceased Characters,2,"1982, June",1982
5429,David Rennington (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,2,"1982, January",1982
5437,Quarzz Teranh (New Earth),Public Identity,Good Characters,Red Eyes,Brown Hair,Deceased Characters,2,"1982, April",1982
5459,Flamesplasher (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,2,"1977, April",1977
5462,Clifton Lacey (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,2,"1976, May",1976
5493,Sheila Dover (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,2,"1966, January",1966
5495,Kajz Dox (Pre-Zero Hour),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Living Characters,2,"1965, August",1965
5496,Midas (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Gold Hair,Living Characters,2,"1965, November",1965
5509,Don Caballero (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,2,"1951, May",1951
5520,Loral (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,2,"1944, December",1944
5542,Adellca (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Deceased Characters,1,"2011, September",2011
5544,Artois (New Earth),Secret Identity,Good Characters,Yellow Eyes,Blond Hair,Deceased Characters,1,"2011, September",2011
5553,Blinder (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,1,"2011, August",2011
5564,Gigorr (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,1,"2011, September",2011
5569,Jennifer Myers (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,1,"2011, July",2011
5575,Krypto (Clone) (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Deceased Characters,1,"2011, March",2011
5576,Lattea (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,1,"2011, March",2011
5581,Naomi Lord (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,1,"2011, January",2011
5583,Norman Rotrig (New Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Living Characters,1,"2011, October",2011
5588,Southside (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blue Hair,Living Characters,1,"2011, April",2011
5594,Theodoric (New Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,1,"2011, September",2011
5595,Vegar (New Earth),Secret Identity,Good Characters,White Eyes,Blue Hair,Deceased Characters,1,"2011, September",2011
5598,Altman (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,1,"2010, August",2010
5604,Bogeyman (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Living Characters,1,"2010, November",2010
5606,Brigadoom (New Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,1,"2010, August",2010
5608,Byrna Brilyant (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,1,"2010, February",2010
5619,Dana Tan (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,1,"2010, October",2010
5644,Mareena (New Earth),Secret Identity,Good Characters,Blue Eyes,Green Hair,Living Characters,1,"2010, August",2010
5645,Maxine Gibson (New Earth),Public Identity,Good Characters,Black Eyes,Purple Hair,Living Characters,1,"2010, November",2010
5646,Micron (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,1,"2010, August",2010
5648,Mind Czar (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,1,"2010, April",2010
5652,Mister Justice (New Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Living Characters,1,"2010, March",2010
5657,Nicholas Quinzel (New Earth),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Living Characters,1,"2010, February",2010
5658,Olivia Reynolds II (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,1,"2010, November",2010
5667,Quetzlotl (New Earth),Public Identity,Good Characters,Yellow Eyes,Blond Hair,Living Characters,1,"2010, March",2010
5668,Reb (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,1,"2010, November",2010
5691,Vivienne (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,1,"2010, February",2010
5692,Walter Steele (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,1,"2010, August",2010
5708,Dax-Am (New Earth),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Living Characters,1,"2009, October",2009
5709,Diane Dorst (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,1,"2009, October",2009
5724,La Sangre (New Earth),Secret Identity,Good Characters,Red Eyes,Red Hair,Living Characters,1,"2009, August",2009
5725,Lightning Bug (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,1,"2009, November",2009
5729,Norman McCay (New Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Living Characters,1,"2009, January",2009
5737,William von Hammer (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,1,"2009, August",2009
5743,Falseface (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,1,"2008, January",2008
5745,Gluttony II (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,1,"2008, December",2008
5748,Jack (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,1,"2008, December",2008
5749,James (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,1,"2008, December",2008
5769,Dale Smith (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,1,"2007, November",2007
5773,George Calderon (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Deceased Characters,1,"2007, January",2007
5778,Jackson Jones (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,Deceased Characters,1,"2007, November",2007
5779,Khyrana (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,1,"2007, April",2007
5786,Maxi-Man II (New Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Living Characters,1,"2007, May",2007
5794,Barnabus (New Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Deceased Characters,1,"2006, May",2006
5795,Big Thunder (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,1,"2006, April",2006
5799,Bulletdog (New Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,1,"2006, April",2006
5806,Erik Hanson (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,1,"2006, September",2006
5822,Lady Liberty III (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,1,"2006, June",2006
5823,Lance Harrower (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Deceased Characters,1,"2006, January",2006
5825,Mickey the Mouse (New Earth),Public Identity,Good Characters,Black Eyes,White Hair,Living Characters,1,"2006, January",2006
5826,Mother Zed (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,1,"2006, December",2006
5836,Suli Stellamaris (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,1,"2006, April",2006
5842,Uglyhead (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,1,"2006, January",2006
5849,Antonio Silencio (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,1,"2005, October",2005
5851,Captain (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,1,"2005, November",2005
5854,Debra Sinclair (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,1,"2005, April",2005
5855,Ebeneezer Badde (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,1,"2005, August",2005
5857,Guilt (New Earth),Secret Identity,Bad Characters,Green Eyes,Blue Hair,Living Characters,1,"2005, July",2005
5858,High-Rise (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,1,"2005, March",2005
5867,Soapy (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,1,"2005, May",2005
5868,Tech-Fu (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Deceased Characters,1,"2005, November",2005
5871,White Willow (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,1,"2005, November",2005
5882,Amok (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,1,"2003, March",2003
5884,Dennap (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,1,"2003, November",2003
5905,King of Spades IV (New Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Living Characters,1,"2002, February",2002
5907,Meat Cleaver (New Earth),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Living Characters,1,"2002, October",2002
5924,Marge Dover (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,1,"2001, December",2001
5927,Oya (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,1,"2001, June",2001
5929,Sirius (New Earth),Secret Identity,Neutral Characters,Yellow Eyes,Red Hair,Living Characters,1,"2001, March",2001
5935,Duran (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,1,"2000, August",2000
5936,El Lobizon (New Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,1,"2000, September",2000
5944,Metalhead II (New Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Living Characters,1,"2000, May",2000
5947,Rosemary Fields (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,1,"2000, October",2000
5956,Bobby Gazzo (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,1,"1999, December",1999
5957,Buzzword (New Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Living Characters,1,"1999, August",1999
5962,Cythonna (New Earth),Public Identity,Bad Characters,White Eyes,White Hair,Living Characters,1,1999,1999
5967,Echielias (New Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Living Characters,1,"1999, November",1999
5968,Gorbzil Mammit (New Earth),Public Identity,Good Characters,Hazel Eyes,Black Hair,Living Characters,1,"1999, August",1999
5971,Heraphon (New Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Living Characters,1,"1999, November",1999
5978,Rrall (New Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Living Characters,1,"1999, November",1999
5980,Tora (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,1,"1999, January",1999
5984,Acidia (New Earth),Secret Identity,Bad Characters,Red Eyes,Blond Hair,Living Characters,1,"1998, May",1998
5988,Becky Albright (New Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Living Characters,1,"1998, February",1998
5990,Carnivore (New Earth),Identity Unknown,Bad Characters,Red Eyes,Black Hair,Living Characters,1,"1998, March",1998
5994,Kid Emotion (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,1,"1998, February",1998
